Unnamed: 0,Tenure,Gender,EducationLevel,LoanStatus,NetPromoterScore,TransactionFrequency,Surname,Age,Geography,ComplaintsCount,HasCrCard,EstimatedSalary,IsActiveMember,AvgTransactionAmount,CustomerSegment,MaritalStatus,DigitalEngagementScore,ID,CreditScore,SavingsAccountFlag,Balance,NumOfProducts,Exited
1198,4.0,Male,Postgraduate,Active loan,1.0,29.0,Williamson,,Spain,1.0,0.0,170903.4,1.0,,High Net Worth,Divorced,59.0,4489.0,618.0,0.0,133476.09,1.0,0
1199,4.0,,University,No loan,8.0,,Chiu,,Germany,0.0,1.0,16922.28,0.0,,Mass Market,Married,67.0,4444.0,547.0,1.0,111362.76,3.0,1
1201,5.0,Female,High School,No loan,9.0,,Okwudilichukwu,49.0,Spain,,0.0,187689.91,1.0,200.39442016792,Affluent,Single,70.0,2730.0,645.0,1.0,110132.55,3.0,1
1202,6.0,Male,,Active loan,7.0,30.0,,,,,,,1.0,81.9435088890554,Affluent,Single,37.0,6175.0,721.0,0.0,135071.12,1.0,0
1203,6.0,Female,High School,No loan,,33.0,,,France,0.0,1.0,14956.44,,122.625142631434,,Single,66.0,,,1.0,,2.0,0
1204,,Female,University,No loan,,30.0,,41.0,Germany,0.0,,,,80.6096905840683,Mass Market,Married,42.0,,632.0,1.0,81877.38,1.0,0
1205,5.0,Male,,No loan,9.0,,Pagnotto,30.0,Spain,0.0,1.0,137793.35,,74.6173659523543,,Married,,6141.0,574.0,1.0,,1.0,0
1206,,Male,Postgraduate,,1.0,37.0,,,France,2.0,0.0,55725.04,1.0,,High Net Worth,,63.0,1399.0,,0.0,0.0,,1
1207,5.0,Female,High School,No loan,,34.0,,30.0,France,0.0,1.0,193880.6,0.0,,Mass Market,Married,50.0,4259.0,775.0,1.0,0.0,1.0,1
1208,0.0,,High School,No loan,,35.0,Sun,35.0,Spain,,,139911.58,,,,Single,58.0,5321.0,676.0,1.0,,,0
1209,,,University,,8.0,30.0,Hs?,47.0,France,0.0,1.0,,0.0,,Mass Market,,75.0,,690.0,,0.0,2.0,0
1211,,Male,,No loan,10.0,17.0,,26.0,Spain,,1.0,177966.24,1.0,,Mass Market,Married,64.0,,,1.0,149134.46,1.0,0
1212,8.0,Male,,No loan,,30.0,Chin,48.0,Spain,0.0,1.0,174729.3,0.0,81.4230105892778,Mass Market,Married,,,,,0.0,2.0,0
1213,,,Postgraduate,Active loan,1.0,25.0,,,Spain,1.0,,,0.0,65.7806382324109,,,60.0,4472.0,535.0,0.0,,3.0,1
1214,4.0,,,Active loan,5.0,,Kent,35.0,Germany,0.0,1.0,32825.5,,233.917091381497,,Single,64.0,499.0,626.0,1.0,88109.81,1.0,0
1215,,Male,Postgraduate,Active loan,3.0,31.0,Liang,,Germany,1.0,1.0,108469.2,,109.617445769059,,,79.0,925.0,687.0,0.0,,1.0,0
1216,5.0,Male,Postgraduate,Default risk,1.0,28.0,Abramova,,,2.0,0.0,120646.4,1.0,,,Divorced,73.0,,,0.0,122552.48,2.0,0
1217,,Male,University,,8.0,34.0,Bateson,61.0,France,0.0,,,,69.3698307260013,Mass Market,Married,39.0,1115.0,747.0,1.0,155973.13,1.0,0
1218,5.0,Female,University,No loan,9.0,35.0,Gould,39.0,France,0.0,,118272.07,,230.125165426668,Mass Market,,64.0,2500.0,705.0,,0.0,2.0,0
1220,0.0,,,,,36.0,,37.0,Spain,,1.0,28257.89,0.0,,Affluent,Single,,,540.0,1.0,120825.7,,0
1221,5.0,,,No loan,10.0,25.0,Eluemuno,60.0,,0.0,1.0,41536.59,,138.72085900552,Mass Market,Married,,,702.0,1.0,,2.0,1
1222,,Male,University,,8.0,24.0,Sun,37.0,Germany,0.0,,51364.56,0.0,255.874877562019,Mass Market,Married,44.0,5151.0,,,101438.0,1.0,0
1223,5.0,Female,University,No loan,10.0,28.0,Hsiung,38.0,France,0.0,1.0,,0.0,102.422905626691,Mass Market,Married,59.0,4971.0,850.0,1.0,0.0,2.0,0
1224,4.0,,,,10.0,31.0,Ts'ao,23.0,Germany,0.0,1.0,103697.57,0.0,98.4737380271682,Mass Market,Married,,6431.0,708.0,1.0,71433.08,1.0,0
1225,1.0,Female,Postgraduate,Active loan,1.0,20.0,Vigano,32.0,Germany,1.0,,6935.31,1.0,129.74351532017,,Divorced,46.0,,558.0,0.0,,1.0,0
1226,,Male,University,No loan,8.0,33.0,,35.0,France,0.0,1.0,129451.29,,192.576927309163,Mass Market,Married,,1656.0,,1.0,,,1
1227,9.0,,University,No loan,10.0,28.0,,,Spain,0.0,0.0,90490.33,1.0,121.867378387846,Mass Market,,,6397.0,655.0,1.0,0.0,1.0,0
1228,8.0,Male,High School,Active loan,6.0,,Alexander,,Spain,0.0,1.0,,1.0,,,Single,53.0,3549.0,,0.0,106365.29,1.0,0
1229,3.0,,Postgraduate,,,29.0,Beyer,40.0,Germany,2.0,1.0,,,171.209495688818,High Net Worth,,55.0,1868.0,712.0,0.0,109308.79,2.0,1
1230,,,University,No loan,,31.0,,60.0,France,0.0,0.0,60615.83,1.0,75.4406643177294,Mass Market,Married,,1785.0,827.0,1.0,0.0,2.0,0
1231,,Male,,,3.0,37.0,,44.0,France,1.0,1.0,31448.52,1.0,119.042338609496,High Net Worth,Divorced,57.0,2077.0,,0.0,118577.24,1.0,0
1232,,Male,,Active loan,7.0,27.0,Chiekwugo,,France,0.0,1.0,40257.79,0.0,65.7234320833613,Affluent,Single,77.0,1984.0,,0.0,156773.78,,0
1233,1.0,Female,High School,,7.0,29.0,Feng,,Germany,0.0,1.0,54495.82,1.0,62.9175739465034,Affluent,Single,58.0,4133.0,,,133245.52,2.0,0
1234,2.0,Female,High School,Active loan,6.0,27.0,Johnstone,37.0,France,0.0,1.0,86372.24,1.0,62.6569881275866,Affluent,Single,49.0,3266.0,521.0,0.0,71187.24,2.0,0
1235,,,University,No loan,10.0,26.0,Bergamaschi,35.0,,0.0,,190155.13,1.0,,,,56.0,,554.0,1.0,,,0
1236,7.0,,High School,Active loan,,37.0,Findlay,40.0,,0.0,0.0,,1.0,94.3312640059618,Affluent,Single,72.0,,,0.0,0.0,1.0,0
1237,3.0,Male,University,No loan,8.0,22.0,McKay,32.0,Spain,0.0,1.0,,1.0,106.413079448347,Mass Market,Married,,5156.0,644.0,1.0,136659.74,1.0,0
1238,,,University,No loan,10.0,33.0,Lo,,,0.0,1.0,,0.0,53.5994147908238,Mass Market,Married,69.0,,496.0,1.0,0.0,2.0,0
1239,,Male,University,No loan,8.0,28.0,Sanchez,43.0,,0.0,,141679.73,0.0,95.957953817416,Mass Market,Married,50.0,4907.0,668.0,,,1.0,0
1240,9.0,Female,,,10.0,38.0,,34.0,France,0.0,,24255.21,0.0,,,Married,85.0,,623.0,,0.0,1.0,0
1241,8.0,Male,,No loan,2.0,24.0,Fang,33.0,,0.0,,39451.09,1.0,181.228555524595,Affluent,,,6926.0,670.0,1.0,126679.69,,0
1242,,Female,University,No loan,8.0,42.0,Ferrari,,,,1.0,3497.43,1.0,110.398427862468,Mass Market,Married,27.0,6911.0,757.0,,131433.33,,1
1243,,,,,,34.0,,31.0,France,0.0,1.0,186064.34,1.0,90.9809765922263,,,,,770.0,0.0,,,0
1244,4.0,Male,University,No loan,8.0,,Ni,37.0,Spain,0.0,0.0,88838.14,1.0,,Mass Market,Married,,6742.0,,,101470.29,1.0,0
1245,1.0,Male,,Default risk,0.0,,,,Spain,4.0,1.0,92816.86,0.0,192.88161056209,High Net Worth,Widowed,68.0,505.0,632.0,0.0,,1.0,0
1246,8.0,,High School,,7.0,25.0,Edmondstone,41.0,France,0.0,,28276.83,0.0,,Affluent,Single,78.0,,,0.0,0.0,2.0,0
1247,4.0,,University,No loan,10.0,24.0,,38.0,Germany,0.0,,,,,Mass Market,Married,50.0,4227.0,798.0,1.0,129055.13,1.0,0
1249,,Female,,Active loan,7.0,35.0,Sharpe,34.0,,1.0,,161559.12,1.0,82.0073780072251,,Divorced,60.0,,691.0,,0.0,2.0,0
1250,6.0,,,Active loan,,,Davis,46.0,France,0.0,,161767.38,0.0,56.0034238329134,Affluent,Single,56.0,523.0,725.0,0.0,,2.0,0
1251,2.0,Male,Postgraduate,Active loan,,,Kuznetsova,,,,,199645.45,1.0,99.1321397594436,,,60.0,313.0,724.0,,127892.57,2.0,0
1252,8.0,Male,University,No loan,,26.0,Ijendu,44.0,France,0.0,1.0,175314.87,,108.533182697965,Mass Market,Married,59.0,4947.0,,,0.0,,0
1253,8.0,Male,University,,,,Esposito,44.0,France,,,109153.04,,299.734816742813,,Married,66.0,2781.0,597.0,,78128.13,,0
1254,10.0,Male,Other,Default risk,0.0,,Clements,47.0,France,3.0,1.0,,0.0,103.888383822581,High Net Worth,Widowed,,3841.0,,0.0,0.0,2.0,0
1255,0.0,,Other,Default risk,0.0,37.0,Gray,41.0,Germany,,1.0,,1.0,,High Net Worth,,,6305.0,567.0,0.0,134378.89,,0
1256,0.0,Male,Postgraduate,Active loan,3.0,25.0,Watts,36.0,Spain,1.0,,179540.73,1.0,,,,,6475.0,382.0,0.0,0.0,1.0,1
1257,3.0,,University,No loan,8.0,37.0,Jones,24.0,France,,1.0,158615.41,0.0,170.048063665322,Mass Market,Married,,4314.0,,1.0,110495.27,,0
1258,9.0,Male,University,No loan,9.0,,Stanley,39.0,,0.0,,191063.36,0.0,34.7142212183308,,Married,81.0,,576.0,1.0,,1.0,0
1259,5.0,Female,Postgraduate,Active loan,3.0,28.0,Folliero,26.0,France,,1.0,182612.38,0.0,,,Divorced,64.0,5919.0,630.0,0.0,0.0,2.0,0
1260,6.0,Male,University,,10.0,29.0,De Luca,64.0,Spain,0.0,0.0,,,139.829721141301,,Married,,3380.0,663.0,1.0,0.0,2.0,0
1261,10.0,Female,High School,No loan,9.0,32.0,Davis,,France,0.0,1.0,79734.23,1.0,46.344414651934,Affluent,,,,697.0,1.0,,,0
1262,,Male,,No loan,10.0,25.0,,,Germany,0.0,1.0,190631.23,0.0,,Mass Market,,27.0,2545.0,778.0,1.0,,2.0,0
1263,,Female,University,No loan,8.0,34.0,Christie,44.0,France,,1.0,137136.29,0.0,,Mass Market,Married,82.0,3360.0,757.0,,,,0
1264,2.0,Female,,Active loan,,,Ko,,,1.0,1.0,171706.66,1.0,76.5954735063906,High Net Worth,Divorced,39.0,1542.0,,0.0,,,0
1265,,,High School,No loan,2.0,28.0,Moseley,35.0,Spain,,1.0,,0.0,,,Single,35.0,300.0,795.0,1.0,,2.0,0
1266,,Female,University,No loan,10.0,,Parry-Okeden,44.0,France,0.0,1.0,,1.0,171.883193604876,Mass Market,,52.0,3233.0,664.0,1.0,142989.69,1.0,1
1267,8.0,Male,University,,10.0,31.0,Hung,71.0,Spain,0.0,1.0,198446.91,,272.382229590664,,,70.0,1802.0,727.0,,,1.0,1
1268,4.0,Male,,No loan,,36.0,Sagese,,,0.0,,79450.61,,137.274208002337,Affluent,,,,607.0,,148826.32,,0
1269,6.0,,University,No loan,9.0,34.0,,34.0,Spain,,1.0,582.59,0.0,257.597547198791,,Married,75.0,5723.0,624.0,,,1.0,1
1270,,,University,No loan,10.0,31.0,,,France,0.0,,,,102.005145246504,Mass Market,,75.0,4982.0,,1.0,167831.88,2.0,1
1271,7.0,Male,,Active loan,7.0,,Liao,37.0,,1.0,1.0,144880.81,0.0,,High Net Worth,,69.0,4743.0,653.0,0.0,135847.47,1.0,0
1272,9.0,,Other,Default risk,0.0,,McIntyre,34.0,Spain,3.0,0.0,25339.29,1.0,64.0699182072929,,,54.0,,683.0,0.0,114609.55,2.0,0
1273,4.0,,High School,No loan,2.0,22.0,H?,38.0,France,0.0,0.0,118974.77,,203.789513697292,Affluent,Single,68.0,351.0,723.0,,0.0,2.0,0
1274,,Female,High School,Active loan,6.0,,Okonkwo,59.0,,0.0,1.0,,0.0,,Affluent,Single,63.0,,525.0,0.0,55328.4,1.0,1
1275,,,University,No loan,,42.0,Donaldson,59.0,,0.0,1.0,,1.0,95.0328319878861,Mass Market,,61.0,3745.0,,1.0,0.0,1.0,0
1276,5.0,Female,University,No loan,10.0,31.0,Downie,38.0,France,0.0,1.0,,0.0,129.092837782234,,Married,39.0,3595.0,660.0,1.0,110570.78,2.0,0
1277,0.0,Male,Postgraduate,,3.0,39.0,Yeh,47.0,Spain,,,,,131.208266015033,High Net Worth,,61.0,3010.0,792.0,0.0,0.0,1.0,1
1278,9.0,Female,University,No loan,10.0,29.0,Kuo,38.0,Germany,0.0,1.0,,,,Mass Market,,73.0,5252.0,,1.0,151766.71,1.0,0
1279,,Male,High School,Active loan,,30.0,Temple,,Spain,,0.0,76304.73,1.0,,,,,,701.0,,103421.32,,0
1280,3.0,Male,University,No loan,9.0,,Nekrasova,40.0,Spain,0.0,0.0,96097.65,0.0,139.467106334434,,Married,65.0,5032.0,758.0,1.0,0.0,,0
1281,4.0,Male,,No loan,,26.0,Yen,33.0,France,0.0,1.0,,0.0,,Mass Market,Married,84.0,,738.0,1.0,92676.3,1.0,0
1282,1.0,,,No loan,8.0,41.0,Webb,44.0,Spain,0.0,1.0,,1.0,41.8335946039728,,Married,,6349.0,545.0,1.0,0.0,2.0,0
1283,7.0,Female,University,No loan,10.0,42.0,Padovesi,46.0,France,0.0,1.0,130590.35,0.0,45.1902223688006,,,50.0,686.0,550.0,1.0,0.0,,0
1284,,Male,,,,,Brown,,France,0.0,1.0,70849.47,1.0,91.4892895440824,,,66.0,5902.0,692.0,,154953.94,1.0,0
1285,8.0,Male,University,No loan,9.0,39.0,Onyemauchechukwu,28.0,Spain,,1.0,137173.39,1.0,124.611907469394,Mass Market,,76.0,5353.0,,,,1.0,0
1286,9.0,Male,University,,8.0,26.0,Law,37.0,France,0.0,1.0,60194.05,0.0,153.796089444047,Mass Market,Married,58.0,,,,124969.13,1.0,0
1288,6.0,Female,University,No loan,10.0,27.0,Page,27.0,France,0.0,0.0,8996.79,0.0,223.483962776127,,Married,53.0,,700.0,,,,0
1289,8.0,,Postgraduate,Active loan,3.0,,Porter,36.0,,,,168816.22,0.0,,,Divorced,,1942.0,741.0,0.0,116993.43,2.0,0
1290,,Male,University,No loan,8.0,,Wofford,,France,,,165614.4,1.0,112.500885033323,Mass Market,,34.0,943.0,643.0,,94443.77,1.0,0
1291,4.0,,Postgraduate,Default risk,,28.0,Rapuokwu,48.0,France,2.0,0.0,146821.42,1.0,379.156890332191,High Net Worth,Divorced,,4117.0,753.0,0.0,0.0,2.0,0
1292,1.0,,University,No loan,8.0,,Chibueze,27.0,France,0.0,1.0,105887.04,1.0,151.291519042961,Mass Market,Married,42.0,5997.0,627.0,1.0,,1.0,0
1293,10.0,Female,,Default risk,,,Onwuemelie,44.0,,2.0,1.0,,,119.809416182494,,Divorced,45.0,6600.0,751.0,,,2.0,0
1294,9.0,,,No loan,10.0,,Burt,48.0,,0.0,1.0,,1.0,163.733695404987,Mass Market,,,5433.0,718.0,,0.0,2.0,0
1295,,Male,High School,No loan,9.0,32.0,,35.0,Spain,,1.0,127951.81,,112.877413324689,Affluent,Single,,663.0,710.0,1.0,,1.0,0
1296,7.0,,,No loan,,31.0,Parry-Okeden,26.0,France,0.0,1.0,,0.0,34.7248628876578,Mass Market,Married,,5938.0,,,0.0,2.0,0
1297,3.0,,High School,No loan,2.0,,,,Germany,,1.0,63846.36,0.0,,Affluent,Single,67.0,4402.0,714.0,1.0,149887.49,2.0,0
1298,3.0,Male,University,No loan,9.0,25.0,,70.0,,0.0,1.0,,1.0,,Mass Market,,85.0,6821.0,,1.0,77356.92,,0
1299,3.0,,,,8.0,36.0,,39.0,France,,,147662.33,,103.14575771766,Mass Market,Married,69.0,2792.0,539.0,1.0,,2.0,0
1300,3.0,Male,Postgraduate,Active loan,,34.0,,44.0,Germany,1.0,1.0,82463.69,0.0,118.010886971023,High Net Worth,Divorced,,277.0,705.0,0.0,105934.96,1.0,0
1301,6.0,,University,No loan,8.0,26.0,,48.0,,,1.0,184564.67,0.0,,Mass Market,Married,67.0,2867.0,772.0,1.0,,1.0,1
1302,,Female,University,No loan,10.0,,,59.0,Germany,0.0,1.0,78365.75,0.0,277.29550392184,Mass Market,,60.0,5763.0,506.0,1.0,,1.0,0
1303,,Female,University,No loan,,21.0,,,,0.0,,57769.2,,47.3757994236914,Mass Market,,62.0,,733.0,,83319.28,,0
1304,,Female,High School,No loan,9.0,,Chiu,32.0,France,0.0,1.0,9902.39,0.0,71.0375379241986,Mass Market,Married,59.0,4653.0,,1.0,0.0,2.0,0
1305,,Male,,No loan,10.0,,Doherty,30.0,,0.0,,146154.06,0.0,116.479859882269,,Married,62.0,6773.0,726.0,1.0,92847.59,,0
1306,1.0,,,No loan,8.0,41.0,McKay,34.0,,0.0,0.0,81175.25,,72.0971987169753,,Married,72.0,3284.0,581.0,,0.0,,0
1307,,Female,,No loan,9.0,36.0,Azikiwe,32.0,Spain,0.0,,114565.35,1.0,101.398830627344,Mass Market,Married,84.0,,,1.0,,1.0,0
1308,8.0,,University,No loan,10.0,,Wilkie,33.0,Spain,,1.0,,,69.3010584761667,Mass Market,,76.0,785.0,663.0,1.0,122528.18,1.0,0
1309,2.0,,,Default risk,0.0,,,,France,,1.0,139816.1,1.0,181.065742391206,,Widowed,,694.0,615.0,,97440.02,2.0,0
1310,3.0,Male,University,No loan,10.0,,,59.0,Germany,,,,1.0,51.667839415783,Mass Market,Married,40.0,,643.0,1.0,170331.37,1.0,0
1311,6.0,Male,University,,10.0,33.0,Wallace,35.0,France,,1.0,87219.41,,59.7858170178083,Mass Market,,70.0,4056.0,684.0,1.0,135871.5,,0
1312,8.0,,,No loan,10.0,,Baldwin,26.0,,,1.0,19324.5,1.0,145.403941332636,Mass Market,Married,,2149.0,829.0,,,2.0,0
1313,,Male,,No loan,9.0,38.0,Forbes,,,0.0,,185094.48,,173.550338689596,Affluent,Single,59.0,1668.0,557.0,,0.0,,0
1314,,Male,University,,9.0,34.0,Medland,44.0,,0.0,0.0,158171.36,0.0,229.508309386945,Mass Market,Married,,5889.0,850.0,1.0,,,0
1315,,,University,No loan,8.0,30.0,Zhdanova,25.0,France,,0.0,187048.72,0.0,30.7722661413781,,Married,62.0,,607.0,1.0,0.0,2.0,0
1316,6.0,Female,,No loan,8.0,37.0,Walker,61.0,,,1.0,45214.04,,68.4710257553334,Mass Market,,72.0,3929.0,570.0,1.0,142105.35,1.0,0
1317,3.0,Female,High School,Active loan,,,Tung,33.0,,0.0,0.0,141426.78,1.0,159.426662597331,Affluent,Single,59.0,3500.0,809.0,1.0,0.0,2.0,0
1318,,,,,8.0,,Mazzi,34.0,France,,1.0,147794.63,,42.9140454231325,Mass Market,Married,,502.0,,1.0,123971.51,2.0,0
1319,,Male,University,No loan,10.0,,,,Spain,0.0,,14234.31,,33.5316582880763,Mass Market,,57.0,2862.0,514.0,1.0,,2.0,0
1321,,Female,Postgraduate,,3.0,27.0,,,Germany,1.0,,193715.0,1.0,177.162230956314,High Net Worth,Divorced,72.0,6207.0,729.0,0.0,131513.26,,0
1322,9.0,,High School,Active loan,5.0,,Marshall,,France,0.0,0.0,,1.0,84.5543958805505,Affluent,,70.0,,806.0,,0.0,2.0,0
1323,2.0,Female,,Default risk,1.0,,Tisdall,32.0,Germany,2.0,1.0,,0.0,93.7744802235798,,Divorced,28.0,,512.0,,123403.85,2.0,0
1324,8.0,,High School,Active loan,4.0,30.0,Otutodilinna,,,,0.0,107876.2,1.0,54.4697060654678,Affluent,,61.0,1745.0,,,84390.8,2.0,0
1325,9.0,Female,High School,,6.0,,She,,,0.0,1.0,134638.97,1.0,57.8281673021986,Affluent,,63.0,2415.0,832.0,0.0,107648.94,2.0,0
1326,9.0,Female,High School,,,,Pope,,Germany,0.0,0.0,177852.57,,,Affluent,Single,44.0,3800.0,715.0,,102277.52,,1
1327,2.0,Male,High School,Active loan,6.0,,,41.0,France,0.0,1.0,14083.12,,,Affluent,,,6925.0,678.0,0.0,148088.11,1.0,0
1328,4.0,Female,University,No loan,,,Davide,42.0,,0.0,,,1.0,240.354366102062,Mass Market,Married,45.0,,,1.0,64740.12,,0
1329,10.0,Male,Postgraduate,Default risk,,,,31.0,Spain,,1.0,125777.28,1.0,79.8672861018354,,,43.0,640.0,685.0,0.0,135213.71,,0
1330,,,University,,,,Farber,37.0,,0.0,,192721.98,0.0,170.430185131644,Mass Market,Married,60.0,,634.0,1.0,143258.85,2.0,0
1332,4.0,Male,Postgraduate,,,,Lin,26.0,France,1.0,1.0,147600.54,0.0,93.3327051187183,High Net Worth,,,3761.0,584.0,0.0,,,0
1333,9.0,,,,10.0,34.0,Kang,43.0,,0.0,0.0,184570.04,0.0,,Mass Market,,,2330.0,735.0,1.0,98807.45,,1
1334,9.0,,University,,,34.0,Emery,,Spain,0.0,1.0,115441.66,1.0,95.8584322386204,Mass Market,,76.0,1558.0,733.0,1.0,,,0
1335,6.0,Female,High School,,5.0,,Cooper,46.0,,,1.0,170008.74,,74.6891924446807,Affluent,,,6002.0,,1.0,,,0
1336,2.0,,University,,,27.0,Savage,,,0.0,0.0,123214.74,1.0,154.945902769443,Mass Market,Married,53.0,,594.0,1.0,126615.94,2.0,0
1337,9.0,Female,Postgraduate,Active loan,7.0,29.0,,40.0,,,,198814.24,0.0,67.475973002088,,Divorced,66.0,,511.0,0.0,124401.6,,1
1338,1.0,Female,,No loan,10.0,33.0,Okwudiliolisa,,France,0.0,0.0,69608.48,,128.46470003384,,Married,81.0,1470.0,679.0,1.0,,2.0,0
1339,10.0,Male,University,No loan,,28.0,Tseng,,France,,1.0,195209.4,0.0,121.057917370018,Mass Market,Married,95.0,4578.0,,1.0,,2.0,0
1340,9.0,Female,University,,,,,46.0,France,,1.0,81014.5,,59.8493796820316,Mass Market,,54.0,6563.0,418.0,1.0,0.0,1.0,1
1341,5.0,Male,High School,,7.0,42.0,,40.0,,0.0,1.0,49722.34,0.0,103.896981438833,Affluent,Single,46.0,2754.0,620.0,0.0,108197.11,,0
1342,6.0,Female,University,No loan,10.0,28.0,,30.0,France,0.0,,179206.92,0.0,78.6539872724449,Mass Market,,65.0,4601.0,,1.0,0.0,,0
1343,9.0,Male,High School,Active loan,,33.0,Sung,24.0,France,0.0,1.0,51959.82,1.0,,Affluent,Single,,5660.0,655.0,,107065.31,1.0,0
1344,0.0,Female,University,No loan,10.0,35.0,Shubina,,France,,0.0,,,69.9383486432173,Mass Market,Married,,4892.0,507.0,1.0,106942.08,1.0,0
1345,5.0,,University,No loan,,34.0,Boyle,35.0,France,0.0,,78397.24,1.0,,Mass Market,Married,,432.0,,1.0,0.0,,0
1346,8.0,Female,,No loan,9.0,29.0,Trevascus,58.0,,0.0,0.0,6209.51,,,,Single,24.0,5138.0,600.0,1.0,118723.11,,1
1347,1.0,Female,,,8.0,27.0,Yeh,,France,,1.0,,0.0,,Mass Market,,40.0,1435.0,,,94968.97,,0
1348,3.0,Male,,,,23.0,Favors,37.0,France,0.0,1.0,20603.32,1.0,207.352595662904,,Married,38.0,1644.0,537.0,,0.0,2.0,0
1349,7.0,Male,,,10.0,26.0,,,,0.0,0.0,49424.6,1.0,125.379723716828,Mass Market,,81.0,6159.0,438.0,1.0,78391.17,1.0,0
1350,,,University,No loan,,43.0,Burgin,52.0,,0.0,1.0,,0.0,,,,55.0,,,1.0,65971.61,2.0,1
1351,5.0,Female,University,No loan,9.0,,Chen,42.0,Spain,0.0,0.0,24210.56,0.0,,Mass Market,Married,,508.0,701.0,1.0,0.0,2.0,0
1352,,,University,,,,Carter,50.0,,0.0,,22457.25,0.0,71.877810294018,,,53.0,6348.0,803.0,1.0,98173.02,1.0,1
1353,9.0,,Postgraduate,Active loan,3.0,28.0,Dumetochukwu,29.0,France,1.0,1.0,190035.83,0.0,79.4074722752516,,,,3028.0,,0.0,,,0
1354,5.0,Female,,,,30.0,Lo,,France,0.0,1.0,151871.84,,,Mass Market,Married,82.0,3245.0,,1.0,0.0,2.0,0
1355,,,High School,No loan,2.0,36.0,Giordano,37.0,France,0.0,1.0,,1.0,184.648219817706,Affluent,,68.0,,,,0.0,2.0,0
1356,,Female,University,No loan,8.0,,Meng,,,0.0,,191604.27,0.0,56.0170380902538,Mass Market,Married,75.0,5136.0,,,148326.09,,1
1357,,Male,High School,Active loan,4.0,34.0,Johnson,39.0,Spain,,,,0.0,154.042918439454,,,84.0,1471.0,667.0,0.0,0.0,2.0,0
1358,6.0,Male,University,No loan,10.0,34.0,Tang,47.0,France,,1.0,90055.08,1.0,155.59281007804,Mass Market,Married,66.0,520.0,497.0,1.0,0.0,1.0,0
1359,6.0,Female,University,No loan,9.0,,Loggia,45.0,Germany,0.0,,115022.94,,157.809213060056,,Married,82.0,3530.0,628.0,1.0,,,0
1360,3.0,Female,University,,,,,,Germany,0.0,1.0,86383.61,1.0,121.810604412072,Mass Market,Married,70.0,6938.0,,1.0,139603.22,1.0,0
1361,,,High School,,6.0,32.0,Afanasyev,,Germany,,,,,83.869157643355,Affluent,,55.0,5285.0,850.0,,99219.47,,0
1362,8.0,Male,Postgraduate,Active loan,1.0,,Venables,,Spain,1.0,,,,36.4155955142392,High Net Worth,Divorced,85.0,,548.0,0.0,0.0,,0
1363,,Male,,No loan,10.0,,Ma,61.0,France,0.0,0.0,50368.63,1.0,75.4769733577574,Mass Market,Married,36.0,6521.0,633.0,1.0,157201.48,1.0,0
1364,,Female,University,,8.0,,Pavlova,,Spain,0.0,,63051.32,,201.076900310994,,,,,719.0,1.0,116393.59,1.0,1
1365,9.0,,Postgraduate,Default risk,1.0,,Baker,36.0,Germany,,0.0,72350.17,0.0,94.4903394067349,High Net Worth,Divorced,56.0,6188.0,652.0,0.0,150956.71,1.0,0
1366,9.0,Female,University,No loan,,39.0,,41.0,France,0.0,,135635.25,0.0,86.0971691640759,,,64.0,998.0,552.0,,124349.34,,0
1367,,Male,High School,,2.0,31.0,P'eng,44.0,Spain,0.0,1.0,104240.77,0.0,172.061753917639,Affluent,Single,77.0,,,,89118.26,,1
1368,4.0,Male,,,10.0,27.0,Tien,32.0,,0.0,1.0,120594.85,,,Mass Market,Married,,5288.0,609.0,1.0,,1.0,0
1369,8.0,Female,University,No loan,9.0,37.0,Glover,49.0,France,0.0,1.0,182865.09,1.0,93.430432019481,Mass Market,,57.0,,,1.0,0.0,1.0,1
1370,2.0,Male,University,No loan,9.0,34.0,Graham,29.0,Germany,0.0,1.0,128841.31,0.0,101.620344788194,Mass Market,,46.0,3534.0,701.0,1.0,83501.66,2.0,0
1371,7.0,Male,University,No loan,9.0,29.0,Sharpe,60.0,,,,,,100.618744869117,Mass Market,,,5885.0,499.0,1.0,76961.6,2.0,0
1372,9.0,Female,High School,No loan,,,Fenton,,,,0.0,77500.81,0.0,33.7881168659366,,Single,,6205.0,614.0,1.0,106414.57,,0
1373,5.0,Male,University,,8.0,32.0,Field,53.0,Germany,0.0,,165378.66,0.0,,,,61.0,2784.0,553.0,1.0,127997.83,1.0,1
1374,1.0,Male,,No loan,2.0,37.0,,26.0,Germany,0.0,1.0,24411.02,1.0,,Affluent,Single,,5578.0,558.0,1.0,148853.29,2.0,0
1375,9.0,,,,,22.0,Zetticci,26.0,Spain,0.0,,158918.03,,125.605000731037,,Married,47.0,2081.0,555.0,1.0,0.0,2.0,0
1376,,Female,University,No loan,8.0,29.0,Duncan,22.0,Spain,0.0,,163534.75,1.0,272.178790741219,Mass Market,Married,47.0,,588.0,1.0,67178.19,1.0,1
1377,,Male,,No loan,9.0,37.0,Atkins,47.0,France,0.0,1.0,50695.93,0.0,,Mass Market,Married,68.0,,653.0,1.0,,1.0,1
1378,7.0,Female,University,,10.0,37.0,Fedorov,41.0,France,0.0,1.0,166526.26,0.0,,,,65.0,,794.0,1.0,,3.0,1
